district,underground,street,house_number,floor,floors_count,total_meters,living_meters,kitchen_meters,rooms_count,year_construction,house_material_type,heating_type,price_per_month,commissions,author,author_type,phone,url,full_address,lat,lon,nearest_metro,metro_distance_m
Богородское,Бульвар Рокоссовского,Погонный проезд,33,6,9,30.0,,,1,,,,40000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317598180/,"Москва, Погонный проезд, 33",55.8182041,37.7181292,Бульвар Рокоссовского,1080.3532553172292
Люблино,Люблино,Совхозная ,10К1,7,17,38.0,,,1,,,,50000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317598175/,"Москва, Совхозная , 10К1",55.6708439,37.7521505,Люблино,820.4133474416334
Чертаново Северное,Южная,Кировоградская ,2,18,22,40.0,,,1,,,,55000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317598169/,"Москва, Кировоградская , 2",55.6326597,37.6125966,Чертановская,948.6083402159667
Южное Бутово,Улица Горчакова,Южнобутовская ,25К3,2,10,39.0,,,1,,,,43000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317598163/,"Москва, Южнобутовская , 25К3",55.5393165,37.5412632,Бульвар Адмирала Ушакова,697.1067112279702
Зюзино,Нахимовский проспект,Сивашская ,9,7,22,40.0,,,1,,,,60000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317598160/,"Москва, Сивашская , 9",55.6598283,37.603936,Нахимовский проспект,334.532228601983
,Апрелевка,,18,2,9,30.0,,,1,,,,32000,0,ID 51233,realtor,,https://www.cian.ru/rent/flat/317597999/,,46.3144754,11.0480288,Аэропорт Внуково,2095195.5436820486
Даниловский,ЗИЛ,бульвар Братьев Весниных,2,5,20,41.0,,,1,,,,200000,0,EstateLiga,real_estate_agent,,https://www.cian.ru/rent/flat/317597997/,"Москва, бульвар Братьев Весниных, 2",55.6988756,37.6386166,ЗИЛ,612.23114845155
,Коммунарка, Липовый Парк,4к3,8,12,47.8,,,1,,,,60000,0,Евгений Тогобицкий,realtor,,https://www.cian.ru/rent/flat/317597835/,"Москва,  Липовый Парк, 4к3",55.5711657,37.4904592,Ольховая,1980.0491194343517
Якиманка,Добрынинская,2-й Добрынинский переулок,5/9,2,5,33.0,,,1,,,,75000,0,Любовь Фоменко,realtor,,https://www.cian.ru/rent/flat/317597817/,"Москва, 2-й Добрынинский переулок, 5/9",55.7280895,37.6176111,Добрынинская,435.05768113120723
Щукино,Щукинская, Маршала Бирюзова,38,12,14,37.0,,,1,,,,72000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317597703/,"Москва,  Маршала Бирюзова, 38",55.801608,37.4786627,Щукинская                                                                               ,1199.9642982332582
Коньково,Коньково,Профсоюзная ,119К2,3,17,37.0,,,1,,,,45000,0,Михаил Пак,realtor,,https://www.cian.ru/rent/flat/317597681/,"Москва, Профсоюзная , 119К2",55.6291336,37.5198,Коньково                                                                                ,468.1232776763868
,Саларьево, Саларьевская,10к1,12,25,35.3,,,1,,,,63000,0,Евгения Трофимова,realtor,,https://www.cian.ru/rent/flat/317597645/,"Москва,  Саларьевская, 10к1",55.6190162,37.4143742,Саларьево,1043.1057181069027
Ярославский,Медведково,Ярославское шоссе,132,3,4,35.0,,,1,,,,43000,0,ID 130650854,realtor,,https://www.cian.ru/rent/flat/317597637/,"Москва, Ярославское шоссе, 132",55.8737398,37.7165152,Бабушкинская                                                                            ,3297.9749839676138
Дорогомилово,Кутузовская,Кутузовский проспект,30,10,12,39.9,,,1,,,,90000,0,Наталья Гедымин,realtor,,https://www.cian.ru/rent/flat/317597572/,"Москва, Кутузовский проспект, 30",55.7411989,37.536775,Кутузовская,207.7657481826439
Богородское,Бульвар Рокоссовского,4-я Гражданская ,32,4,5,31.0,,,1,,,,40000,0,Мега-Недвижимость,real_estate_agent,,https://www.cian.ru/rent/flat/317597472/,"Москва, 4-я Гражданская , 32",55.8082017,37.7169625,Бульвар Рокоссовского,1300.5517999854235
Некрасовка,Некрасовка, Недорубова,20к2,13,18,38.0,,,1,,,,59000,0,ID 15490832,homeowner,,https://www.cian.ru/rent/flat/317597440/,"Москва,  Недорубова, 20к2",55.7028098,37.9368422,Некрасовка,662.3706505085092
Алексеевский,Алексеевская,Новоалексеевская ,16к4,12,17,35.0,,,1,,,,99000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317597391/,"Москва, Новоалексеевская , 16к4",55.8070079,37.6488521,Алексеевская,649.1696793432856
Хамовники,Киевская,Большой Саввинский переулок,3,6,9,42.0,,,1,,,,100000,0,Дмитрий Вологжанин,realtor,,https://www.cian.ru/rent/flat/317597211/,"Москва, Большой Саввинский переулок, 3",55.7355742,37.5701096,Спортивная,829.419768235671
Левобережный,Беломорская,Смольная ,49,5,35,47.0,,,1,,,,100000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317597133/,"Москва, Смольная , 49",55.8634301,37.4785936,Беломорская,297.4673529729794
Пресненский,Улица 1905 года,Шмитовский проезд,11А,1,6,21.0,,,1,,,,50000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317597132/,"Москва, Шмитовский проезд, 11А",55.7573869,37.5521081,Улица 1905 года,1025.3974483042668
Чертаново Южное,Аннино,Варшавское шоссе,141Ак4,13,17,21.0,,,1,,,,48000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317597129/,"Москва, Варшавское шоссе, 141Ак4",,,,
Хорошево-Мневники,Бульвар Генерала Карбышева,бульвар Генерала Карбышева,14,11,18,46.0,,,1,,,,80000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317597124/,"Москва, бульвар Генерала Карбышева, 14",55.7801882,37.4714966,Народное Ополчение,1077.72982815341
Бабушкинский,Бабушкинская,Староватутинский проезд,15,6,12,39.0,,,1,,,,53000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317597123/,"Москва, Староватутинский проезд, 15",55.8752848,37.6627179,Бабушкинская                                                                            ,663.6177067740601
Южное Бутово,Щербинка, Маршала Савицкого,30,10,17,42.0,,,1,,,,35000,0,Сити Недвижимость,real_estate_agent,,https://www.cian.ru/rent/flat/317597079/,"Москва,  Маршала Савицкого, 30",55.5035167,37.6000387,Улица Скобелевская,5733.435258371194
Измайлово,Партизанская,Сиреневый бульвар,4/1,21,23,45.0,,,1,,,,60000,0,ID 116605799,homeowner,,https://www.cian.ru/rent/flat/317597021/,"Москва, Сиреневый бульвар, 4/1",55.7996596,37.7633172,Локомотив,1184.1764592879879
Лефортово,Площадь Ильича,проезд Шелихова,9к1,5,25,42.0,,,1,,,,75000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317596986/,"Москва, проезд Шелихова, 9к1",55.750877,37.6953324,Площадь Ильича,909.4608746932312
Кузьминки,Текстильщики,Окская ,4К2,2,5,38.8,,,1,,,,45000,0,ID 26581568,realtor,,https://www.cian.ru/rent/flat/317596983/,"Москва, Окская , 4К2",55.70908,37.749197,Кузьминки                                                                               ,1101.538218991023
,Силикатная, Уточкина,7к1,9,18,35.0,,,1,,,,15000,0,ID 97160450,homeowner,,https://www.cian.ru/rent/flat/317596982/,"Москва,  Уточкина, 7к1",55.4753048,37.5255568,Бунинская аллея,7007.205608464857
Чертаново Южное,Красный Строитель,Россошанская ,4К2,14,14,38.0,,,1,,,,50000,0,Елена Брейтенбюхер,realtor,,https://www.cian.ru/rent/flat/317596782/,"Москва, Россошанская , 4К2",55.5923088,37.6088887,Улица Академика Янгеля,607.9815531999725
Фили-Давыдково,Кунцевская, Ватутина,9,21,22,50.0,,,1,,,,75000,0,ID 97317410,homeowner,,https://www.cian.ru/rent/flat/317596548/,"Москва,  Ватутина, 9",55.721347,37.454647,Давыдково,698.262917846098
Гольяново,Локомотив,Амурская ,2Ак2,12,33,44.0,,,1,,,,75000,0,Виктория Рогозина,realtor,,https://www.cian.ru/rent/flat/317596507/,"Москва, Амурская , 2Ак2",55.8088669,37.758983,Локомотив,984.1539882009314
,Рассказовка, Анны Ахматовой,11к3,8,24,22.0,,,1,,,,60000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317596192/,"Москва,  Анны Ахматовой, 11к3",55.6335962,37.3300515,Рассказовка,294.71698012843467
Таганский,Римская,Новорогожская ,11К2,4,12,39.0,,,1,,,,60000,0,Иван Вдовин,realtor,,https://www.cian.ru/rent/flat/317596059/,"Москва, Новорогожская , 11К2",55.742427,37.6820853,Римская,431.365884467972
Очаково-Матвеевское,Озёрная, Малая Очаковская,4Ак2,22,33,21.0,,,1,,,,60000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317596019/,"Москва,  Малая Очаковская, 4Ак2",55.6656555,37.4382324,Озёрная,899.2212771879232
Гольяново,Гольяново,Сахалинская ,15/15,10,14,39.0,,,1,,,,45000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317596018/,"Москва, Сахалинская , 15/15",55.829031,37.8160791,Щёлковская,2444.930761003887
,Филатов Луг, Большое Понизовье,14,6,16,38.0,,,1,,,,55000,0,ID 2449,realtor,,https://www.cian.ru/rent/flat/317596016/,"Москва,  Большое Понизовье, 14",55.6076572,37.4102248,Филатов Луг,713.2102362974643
Ростокино,Ростокино,проспект Мира,188Бк2,6,6,35.0,,,1,,,,70000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317596013/,"Москва, проспект Мира, 188Бк2",,,,
Чертаново Северное,Южная,Чертановская ,15,8,9,33.0,,,1,,,,60000,0,ID 379251,realtor,,https://www.cian.ru/rent/flat/317595984/,"Москва, Чертановская , 15",55.6262633,37.597689,Южная,832.3088864619358
Бирюлево Восточное,Царицыно,6-я Радиальная ,7/1к2,17,24,34.0,,,1,,,,69000,0,ID 98140026,homeowner,,https://www.cian.ru/rent/flat/317595981/,"Москва, 6-я Радиальная , 7/1к2",55.6097004,37.6665851,Царицыно,1314.5934106682328
,Рассказовка, Бианки,5,5,17,40.0,,,1,,,,45000,0,Сергей Ушаков,realtor,,https://www.cian.ru/rent/flat/317595974/,"Москва,  Бианки, 5",55.6039837,37.3621931,Филатов Луг,2889.0200202625147
